subject.t0,Reason
Q23836982,No sitelink found
Q23843248,No sitelink found
Q23930500,No sitelink found
Q23957297,No sitelink found
Q24031227,No sitelink found
Q24136371,No sitelink found
Q24255656,No sitelink found
Q24265199,No sitelink found
Q24578491,No sitelink found
Q24705957,No sitelink found
Q25113997,No sitelink found
Q25491338,No sitelink found
Q25631198,No sitelink found
Q25964576,No sitelink found
Q26107600,No sitelink found
Q26868971,No sitelink found
Q27062369,No sitelink found
Q27062516,No sitelink found
Q27207222,No sitelink found
Q27632479,No sitelink found
Q27704013,No sitelink found
Q27883524,No sitelink found
Q27890804,No sitelink found
Q27907623,No sitelink found
Q28009529,No sitelink found
Q28033187,No sitelink found
Q28061698,No sitelink found
Q28150454,No sitelink found
Q28176342,No sitelink found
Q28400119,No sitelink found
Q28473851,No sitelink found
Q28476011,No sitelink found
Q28597544,No sitelink found
Q28806220,No sitelink found
Q28842017,No sitelink found
Q28913127,No sitelink found
Q28940382,No sitelink found
Q28975977,No sitelink found
Q29002284,No sitelink found
Q29019476,No sitelink found
Q29034462,No sitelink found
Q29113565,No sitelink found
Q29147133,No sitelink found
Q29419287,No sitelink found
Q29523329,No sitelink found
Q29783944,No sitelink found
Q29785125,No sitelink found
Q30229660,No sitelink found
Q31513895,No sitelink found
Q33293323,No sitelink found
Q39011102,No sitelink found
Q39326238,No sitelink found
Q39732570,No sitelink found
Q40101097,No sitelink found
Q41590225,No sitelink found
Q41819208,No sitelink found
Q41950603,No sitelink found
Q42309103,No sitelink found
Q42320114,No sitelink found
Q42395716,No sitelink found
Q42530728,No sitelink found
Q42893118,No sitelink found
Q42907476,No sitelink found
Q42911884,No sitelink found
Q42939416,No sitelink found
Q43279094,No sitelink found
Q43389610,No sitelink found
Q43577111,No sitelink found
Q43738667,No sitelink found
Q43783775,No sitelink found
Q43967081,No sitelink found
Q45173923,No sitelink found
Q45202787,No sitelink found
Q45800808,No sitelink found
Q46185639,No sitelink found
Q46826657,No sitelink found
Q46956290,No sitelink found
Q47034712,No sitelink found
Q47112987,No sitelink found
Q47152686,No sitelink found
Q47520020,No sitelink found
Q47520699,No sitelink found
Q47542617,No sitelink found
Q48306484,No sitelink found
Q49164655,No sitelink found
Q50847262,No sitelink found
Q50850738,No sitelink found
Q51324994,No sitelink found
Q51643550,No sitelink found
Q51644540,No sitelink found
Q51844244,No sitelink found
Q51939315,No sitelink found
Q53029634,No sitelink found
Q55238529,No sitelink found
Q10819618,No sitelink found
Q918317,No abstract found
Q5665493,No sitelink found
Q5992062,No sitelink found
Q28044850,No sitelink found
Q6172979,No sitelink found
Q5866871,No sitelink found
Q28939697,No sitelink found
Q630446,No abstract found
Q3836369,No sitelink found
Q5749697,No sitelink found
Q5951616,No sitelink found
Q593815,No sitelink found
Q819128,No sitelink found
Q886157,No sitelink found
Q906992,No sitelink found
Q1034282,No sitelink found
Q1119236,No sitelink found
Q1180185,No sitelink found
Q1287101,No sitelink found
Q1294811,No sitelink found
Q1324707,No sitelink found
Q1341182,No sitelink found
Q2650179,No sitelink found
Q2679963,No sitelink found
Q4897422,No sitelink found
Q5103384,No abstract found
Q5413997,No sitelink found
Q7942367,No sitelink found
Q8171535,No sitelink found
Q8864445,No sitelink found
Q8865171,No sitelink found
Q9150646,No sitelink found
Q9151660,No sitelink found
Q9153818,No sitelink found
Q9154468,No sitelink found
Q9160191,No sitelink found
Q9166261,No sitelink found
Q9175545,No sitelink found
Q9207674,No sitelink found
Q9258732,No sitelink found
Q9267221,No sitelink found
Q9324685,No sitelink found
Q9336208,No sitelink found
Q9343077,No sitelink found
Q9367670,No sitelink found
Q9367682,No sitelink found
Q9370514,No sitelink found
Q9393155,No sitelink found
Q10379544,No sitelink found
Q10770503,No sitelink found
Q10862329,No sitelink found
Q11180523,No sitelink found
Q11226896,No sitelink found
Q11255033,No sitelink found
Q11355814,No sitelink found
Q11410334,No sitelink found
Q11497661,No sitelink found
Q11554763,No sitelink found
Q11623387,No sitelink found
Q11684845,No sitelink found
Q11698767,No sitelink found
Q11725291,No sitelink found
Q11730608,No sitelink found
Q11765693,No sitelink found
Q11766601,No sitelink found
Q11778805,No sitelink found
Q11836663,No sitelink found
Q11837043,No sitelink found
Q11934503,No sitelink found
Q11935585,No sitelink found
Q12350160,No sitelink found
Q12766707,No sitelink found
Q12814015,No sitelink found
Q12985420,No sitelink found
Q12998690,No sitelink found
Q13011062,No abstract found
Q13028429,No sitelink found
Q14655503,No sitelink found
Q14806247,No sitelink found
Q14907372,No sitelink found
Q14918469,No sitelink found
Q15061916,No sitelink found
Q15233620,No sitelink found
Q15293698,No sitelink found
Q15293756,No sitelink found
Q15350998,No sitelink found
Q15558326,No sitelink found
Q15622401,No sitelink found
Q15623528,No sitelink found
Q15634932,No sitelink found
Q15702868,No sitelink found
Q15704157,No sitelink found
Q15890244,No sitelink found
Q15909874,No sitelink found
Q16168759,No sitelink found
Q16521593,No sitelink found
Q16523142,No sitelink found
Q16908591,No sitelink found
Q18019724,No sitelink found
Q18019744,No sitelink found
Q18169044,No sitelink found
Q18421322,No sitelink found
Q18476010,No sitelink found
Q18536064,No sitelink found
Q18540842,No sitelink found
Q18545826,No sitelink found
Q18638291,No sitelink found
Q18763281,No sitelink found
Q18785967,No sitelink found
Q18901192,No sitelink found
Q19001439,No sitelink found
Q19352042,No sitelink found
Q19472196,No sitelink found
Q19563959,No sitelink found
Q19587880,No sitelink found
Q19665582,No sitelink found
Q19799798,No sitelink found
Q19803093,No sitelink found
Q19833547,No sitelink found
Q19833719,No sitelink found
Q19888249,No sitelink found
Q19912278,No sitelink found
Q19920836,No sitelink found
Q19959861,No sitelink found
Q19984051,No sitelink found
Q20010230,No sitelink found
Q20083708,No sitelink found
Q20102292,No sitelink found
Q20102293,No sitelink found
Q20108156,No sitelink found
Q20109778,No sitelink found
Q20579036,No sitelink found
Q20645245,No sitelink found
Q20653581,No sitelink found
Q20668902,No sitelink found
Q20683367,No sitelink found
Q20706493,No sitelink found
Q20721860,No sitelink found
Q20722945,No sitelink found
Q20732715,No sitelink found
Q20871235,No sitelink found
Q20872181,No sitelink found
Q20873576,No sitelink found
Q20895426,No sitelink found
Q20936574,No sitelink found
Q21060963,No sitelink found
Q21061173,No sitelink found
Q21208661,No sitelink found
Q21279780,No sitelink found
Q21384916,No sitelink found
Q21402115,No sitelink found
Q21416397,No sitelink found
Q21465378,No sitelink found
Q21468290,No sitelink found
Q21582266,No sitelink found
Q21607474,No sitelink found
Q21625888,No sitelink found
Q21638460,No sitelink found
Q21684470,No sitelink found
Q21685103,No sitelink found
Q21698206,No sitelink found
Q21705871,No sitelink found
Q21993325,No sitelink found
Q21993525,No sitelink found
Q21996306,No sitelink found
Q22058339,No sitelink found
Q22083542,No sitelink found
Q22085956,No sitelink found
Q22092319,No sitelink found
Q22097543,No sitelink found
Q22121754,No sitelink found
Q22125008,No sitelink found
Q22130077,No sitelink found
Q22137926,No sitelink found
Q22237823,No sitelink found
Q22247706,No sitelink found
Q22281442,No sitelink found
Q22348319,No sitelink found
Q22387906,No sitelink found
Q22811545,No sitelink found
Q22824241,No sitelink found
Q22911672,No sitelink found
Q22916598,No sitelink found
Q22928262,No sitelink found
Q22930376,No sitelink found
Q22964697,No sitelink found
Q22965150,No sitelink found
Q22984108,No sitelink found
Q23005218,No sitelink found
Q23048272,No sitelink found
Q23636688,No sitelink found
Q23638063,No sitelink found
Q23662401,No sitelink found
Q23776316,No sitelink found
Q23817672,No sitelink found
Q23830418,No sitelink found
Q23901339,No sitelink found
Q23902616,No sitelink found
Q23967731,No sitelink found
Q24050341,No sitelink found
Q24055259,No sitelink found
Q24057417,No sitelink found
Q24192808,No sitelink found
Q24256379,No sitelink found
Q24258378,No sitelink found
Q24265182,No sitelink found
Q24266848,No sitelink found
Q24488973,No sitelink found
Q24567153,No sitelink found
Q24571889,No sitelink found
Q24970718,No sitelink found
Q25340699,No sitelink found
Q25459167,No sitelink found
Q25512288,No sitelink found
Q25845812,No sitelink found
Q25858985,No sitelink found
Q25894749,No sitelink found
Q25921703,No sitelink found
Q26086383,No sitelink found
Q26132975,No sitelink found
Q26205384,No sitelink found
Q26306974,No sitelink found
Q26827911,No sitelink found
Q26836431,No sitelink found
Q26869347,No sitelink found
Q26883295,No sitelink found
Q26904304,No sitelink found
Q26934143,No sitelink found
Q27042597,No sitelink found
Q27048579,No sitelink found
Q27067884,No sitelink found
Q27134892,No sitelink found
Q27230419,No sitelink found
Q27231644,No sitelink found
Q27243640,No sitelink found
Q27306178,No sitelink found
Q27684708,No sitelink found
Q27858278,No sitelink found
Q27884751,No sitelink found
Q27941576,No sitelink found
Q27955835,No sitelink found
Q28007878,No sitelink found
Q28007928,No sitelink found
Q28008796,No sitelink found
Q28041748,No sitelink found
Q28055731,No sitelink found
Q28064160,No sitelink found
Q28074881,No sitelink found
Q28147232,No sitelink found
Q28381343,No sitelink found
Q28478632,No sitelink found
Q28555888,No sitelink found
Q28596097,No sitelink found
Q28807710,No sitelink found
Q28831570,No sitelink found
Q28840994,No sitelink found
Q28859680,No sitelink found
Q28861832,No sitelink found
Q28911979,No sitelink found
Q28913091,No sitelink found
Q28914882,No sitelink found
Q29053291,No sitelink found
Q29096726,No sitelink found
Q29168202,No sitelink found
Q29171519,No sitelink found
Q29246403,No sitelink found
Q29359878,No sitelink found
Q29366551,No sitelink found
Q29522994,No sitelink found
Q29533161,No sitelink found
Q29570086,No sitelink found
Q29573114,No sitelink found
Q29586444,No sitelink found
Q30149742,No sitelink found
Q30173103,No sitelink found
Q31493190,No sitelink found
Q32066520,No sitelink found
Q33040886,No sitelink found
Q33053068,No sitelink found
Q33079168,No sitelink found
Q33100021,No sitelink found
Q37800861,No sitelink found
Q38083761,No sitelink found
Q39127717,No sitelink found
Q39165197,No sitelink found
Q40124244,No sitelink found
Q41351905,No sitelink found
Q41528189,No sitelink found
Q41536815,No sitelink found
Q41741358,No sitelink found
Q41808280,No sitelink found
Q41864199,No sitelink found
Q41964570,No sitelink found
Q42047837,No sitelink found
Q42295212,No sitelink found
Q42314455,No sitelink found
Q42397541,No sitelink found
Q42404859,No sitelink found
Q42530540,No sitelink found
Q42911571,No sitelink found
Q42939861,No sitelink found
Q43196046,No sitelink found
Q43389546,No sitelink found
Q43389637,No sitelink found
Q43451996,No sitelink found
Q43510162,No sitelink found
Q43865775,No sitelink found
Q44823130,No sitelink found
Q45089146,No sitelink found
Q45157520,No sitelink found
Q45729593,No sitelink found
Q46993886,No sitelink found
Q46996013,No sitelink found
Q47143003,No sitelink found
Q47144723,No sitelink found
Q47147563,No sitelink found
Q47147753,No sitelink found
Q47162676,No sitelink found
Q47257809,No sitelink found
Q47258160,No sitelink found
Q47261504,No sitelink found
Q47291757,No sitelink found
Q47504644,No sitelink found
Q47507129,No sitelink found
Q47542429,No sitelink found
Q47543999,No sitelink found
Q47915744,No sitelink found
Q47937409,No sitelink found
Q47986308,No sitelink found
Q48546657,No sitelink found
Q49836489,No sitelink found
Q50729460,No sitelink found
Q50743965,No sitelink found
Q50808060,No sitelink found
Q50896767,No sitelink found
Q51221689,No sitelink found
Q51360020,No sitelink found
Q51442949,No sitelink found
Q51527234,No sitelink found
Q51573243,No sitelink found
Q51579678,No sitelink found
Q51691823,No sitelink found
Q51879149,No sitelink found
Q52063610,No sitelink found
Q52107256,No sitelink found
Q52670103,No sitelink found
Q52791973,No sitelink found
Q52835309,No sitelink found
Q54934463,No sitelink found
Q54935625,No sitelink found
Q55082210,No sitelink found
Q55285611,No sitelink found
Q5932999,No sitelink found
Q2233061,No sitelink found
Q4892194,No sitelink found
Q9185238,No sitelink found
Q2926608,No sitelink found
Q5951140,No sitelink found
Q15903779,No sitelink found
Q5935639,No sitelink found
Q15728880,No sitelink found
Q20017414,No sitelink found
Q13172937,No sitelink found
Q43385863,No sitelink found
Q3181029,No sitelink found
Q14915229,No sitelink found
Q1512756,No sitelink found
Q51779215,No sitelink found
Q8921376,No sitelink found
Q3982517,No sitelink found
Q15285225,No sitelink found
Q15285227,No sitelink found
Q15296480,No sitelink found
Q3441175,No sitelink found
Q8352060,No sitelink found
Q12791703,No sitelink found
Q12795242,No sitelink found
Q15098583,No sitelink found
Q15137519,No sitelink found
Q28973658,No sitelink found
Q4137201,No sitelink found
Q2828975,No sitelink found
Q4221043,No sitelink found
Q5859450,No sitelink found
Q7344804,No abstract found
Q9164225,No sitelink found
Q10815492,No sitelink found
Q10815833,No sitelink found
Q12346603,No sitelink found
Q12365411,No sitelink found
Q12892187,No sitelink found
Q14125836,No sitelink found
Q15041743,No abstract found
Q15049568,No sitelink found
Q15099368,No sitelink found
Q15121441,No sitelink found
Q15260805,No sitelink found
Q15304442,No sitelink found
Q15549838,No sitelink found
Q15633838,No sitelink found
Q15706567,No sitelink found
Q16907519,No sitelink found
Q17159990,No sitelink found
Q17811957,No sitelink found
Q18542143,No sitelink found
Q18580711,No sitelink found
Q19588470,No sitelink found
Q19733531,No sitelink found
Q19766205,No sitelink found
Q19801655,No sitelink found
Q28913562,No sitelink found
Q20173775,No sitelink found
Q25927587,No sitelink found
Q26213557,No sitelink found
Q16433520,No sitelink found
Q29405238,No sitelink found
Q41069984,No sitelink found
Q42425337,No sitelink found
Q42592290,No sitelink found
Q43262839,No sitelink found
Q47146775,No sitelink found
Q50748011,No sitelink found
Q25675753,No sitelink found
Q30742196,No sitelink found
Q52452896,No sitelink found
Q259512,No abstract found
Q19766288,No sitelink found
Q12331191,No sitelink found
Q3164801,No sitelink found
Q3167314,No sitelink found
Q3170285,No sitelink found
Q1027559,No sitelink found
Q1530120,No sitelink found
Q11623306,No sitelink found
Q10916700,No sitelink found
Q5806211,No sitelink found
Q10816920,No sitelink found
Q27868313,No sitelink found
Q27876199,No sitelink found
Q15622292,No sitelink found
Q19117270,No sitelink found
Q22003213,No sitelink found
Q48509846,No sitelink found
Q5913690,No sitelink found
Q42404959,No sitelink found
Q47099177,No sitelink found
Q5937474,No sitelink found
Q29789319,No sitelink found
Q13493877,No sitelink found
Q5798141,No sitelink found
Q9211846,No sitelink found
Q17379876,No sitelink found
Q19460150,No sitelink found
Q47701155,No sitelink found
Q18579080,No sitelink found
Q18819199,No sitelink found
Q20830255,No sitelink found
Q834741,No sitelink found
Q27094192,No sitelink found
Q27924822,No sitelink found
Q23888887,No sitelink found
Q23888890,No sitelink found
Q23888891,No sitelink found
Q16401635,No sitelink found
Q3314946,No sitelink found
Q3170587,No sitelink found
Q22978389,No sitelink found
Q4114988,No sitelink found
Q14467134,No sitelink found
Q14753861,No sitelink found
Q1179357,No sitelink found
Q24279015,No sitelink found
Q3081842,No sitelink found
Q24053615,No sitelink found
Q18084503,No sitelink found
Q5669725,No abstract found
Q11228439,No sitelink found
Q11413239,No sitelink found
Q11516981,No sitelink found
Q17148135,No sitelink found
Q27093627,No sitelink found
Q47088255,No sitelink found
Q11321128,No sitelink found
Q17410644,No sitelink found
Q6112424,No sitelink found
Q51845332,No sitelink found
Q5668983,No sitelink found
Q11572034,No sitelink found
Q444366,No abstract found
Q17177234,No sitelink found
Q12166114,No sitelink found
Q5351641,No abstract found
Q15843284,No abstract found
Q5703410,No sitelink found
Q5360190,No sitelink found
Q11365899,No sitelink found
Q12356380,No sitelink found
Q15344745,No sitelink found
Q15303605,No sitelink found
Q15334757,No sitelink found
Q15401594,No sitelink found
Q15402488,No sitelink found
Q15404039,No sitelink found
Q3295308,No abstract found
Q26914905,No sitelink found
Q27684023,No abstract found
Q5938422,No sitelink found
Q15617789,No sitelink found
Q10841812,No sitelink found
Q30110752,No sitelink found
Q13180081,No sitelink found
Q21282906,No sitelink found
Q23826336,No sitelink found
Q6745313,No sitelink found
Q47132543,No sitelink found
Q1980333,No sitelink found
Q21403099,No sitelink found
Q46998975,No sitelink found
Q18562176,No sitelink found
Q4710230,No sitelink found
Q5907952,No sitelink found
Q18516718,No sitelink found
Q28881568,No sitelink found
Q1984116,No sitelink found
Q18911200,No sitelink found
Q24237656,No sitelink found
Q521642,No sitelink found
Q14624887,No sitelink found
Q22237613,No sitelink found
Q3303276,No sitelink found
Q21638288,No sitelink found
Q21645738,No sitelink found
Q3731567,No sitelink found
Q429848,No sitelink found
Q4016139,No sitelink found
Q4024196,No sitelink found
Q3951853,No sitelink found
P345,No sitelink found
P2043,No sitelink found
P557,No sitelink found
P3877,No sitelink found
P768,No sitelink found
P2781,No sitelink found
P4365,No sitelink found
P178,No sitelink found
P22,No sitelink found
P25,No sitelink found
P81,No sitelink found
P249,No sitelink found
P554,No sitelink found
P580,No sitelink found
P670,No sitelink found
P748,No sitelink found
P958,No sitelink found
P972,No sitelink found
P1065,No sitelink found
P1351,No sitelink found
P1545,No sitelink found
P1810,No sitelink found
P1877,No sitelink found
P2614,No sitelink found
P2676,No sitelink found
P2701,No sitelink found
P2744,No sitelink found
P2868,No sitelink found
P2960,No sitelink found
P4118,No sitelink found
P31,No sitelink found
P150,No sitelink found
P229,No sitelink found
P230,No sitelink found
P247,No sitelink found
P353,No sitelink found
P377,No sitelink found
P444,No sitelink found
P502,No sitelink found
P517,No sitelink found
P571,No sitelink found
P628,No sitelink found
P646,No sitelink found
P663,No sitelink found
P667,No sitelink found
P835,No sitelink found
P897,No sitelink found
P917,No sitelink found
P933,No sitelink found
P952,No sitelink found
P1077,No sitelink found
P1150,No sitelink found
P1161,No sitelink found
P1162,No sitelink found
P1183,No sitelink found
P1396,No sitelink found
P1435,No sitelink found
P1461,No sitelink found
P1588,No sitelink found
P1628,No sitelink found
P1629,No sitelink found
P1659,No sitelink found
P1713,No sitelink found
P1791,No sitelink found
P1845,No sitelink found
P1855,No sitelink found
P1888,No sitelink found
P1925,No sitelink found
P1929,No sitelink found
P1930,No sitelink found
P1931,No sitelink found
P1968,No sitelink found
P1987,No sitelink found
P2000,No sitelink found
P2009,No sitelink found
P2010,No sitelink found
P2017,No sitelink found
P2197,No sitelink found
P2235,No sitelink found
P2236,No sitelink found
P2259,No sitelink found
P2364,No sitelink found
P2375,No sitelink found
P2376,No sitelink found
P2488,No sitelink found
P2490,No sitelink found
P2536,No sitelink found
P2875,No sitelink found
P2984,No sitelink found
P3067,No sitelink found
P3254,No sitelink found
P3292,No sitelink found
P3331,No sitelink found
P3701,No sitelink found
P3736,No sitelink found
P3761,No sitelink found
P3793,No sitelink found
P3841,No sitelink found
P3860,No sitelink found
P3870,No sitelink found
P3876,No sitelink found
P3982,No sitelink found
P4052,No sitelink found
P4151,No sitelink found
P4296,No sitelink found
P4327,No sitelink found
P4333,No sitelink found
P4338,No sitelink found
P4341,No sitelink found
P4435,No sitelink found
P4952,No sitelink found
P5047,No sitelink found
P1932,No sitelink found
P813,No sitelink found
P5095,No sitelink found
P26,No sitelink found
P699,No sitelink found
P1011,No sitelink found
P1438,No sitelink found
Q19142707,No sitelink found
P1814,No sitelink found
P3415,No sitelink found
P1793,No sitelink found
P4856,No sitelink found
P21,No sitelink found
P239,No sitelink found
P432,No sitelink found
P633,No sitelink found
P691,No sitelink found
P714,No sitelink found
P974,No sitelink found
P1709,No sitelink found
P1815,No sitelink found
P1821,No sitelink found
P1921,No sitelink found
P2179,No sitelink found
P2263,No sitelink found
P2576,No sitelink found
P2740,No sitelink found
P3238,No sitelink found
P3291,No sitelink found
P3441,No sitelink found
P4033,No sitelink found
P4152,No sitelink found
P4188,No sitelink found
P4344,No sitelink found
P4506,No sitelink found
P4537,No sitelink found
P4573,No sitelink found
P4866,No sitelink found
P642,No sitelink found
P3229,No sitelink found
P5025,No sitelink found
P5138,No sitelink found
Q29386477,No sitelink found
Q30134816,No sitelink found
Q2936557,No sitelink found
Q4526456,No sitelink found
Q16624142,No sitelink found
Q893914,No abstract found
Q893907,No abstract found
Q54174661,No sitelink found
Q25450307,No sitelink found
Q3075125,No sitelink found
Q50489247,No sitelink found
Q2552195,No sitelink found
Q21686591,No sitelink found
Q21666100,No sitelink found
Q28058566,No sitelink found
Q12722901,No sitelink found
Q12722900,No sitelink found
Q21447145,No abstract found
Q15966038,No sitelink found
Q1158266,No abstract found
Q1521106,No abstract found
Q22948204,No sitelink found
Q5604314,No abstract found
Q30134612,No sitelink found
Q10043373,No abstract found
Q11309918,No sitelink found
P1848,No sitelink found
P3885,No sitelink found
P3413,No sitelink found
Q11939362,No sitelink found
Q4369513,No sitelink found
Q1299024,No sitelink found
Q19801265,No sitelink found
Q1409923,No sitelink found
Q1776324,No sitelink found
Q2205338,No sitelink found
Q12499932,No sitelink found
Q856473,No sitelink found
Q1698950,No sitelink found
Q2252831,No sitelink found
Q14626358,No sitelink found
Q856467,No sitelink found
Q42341625,No sitelink found
Q864511,No sitelink found
Q2253704,No sitelink found
Q2524859,No sitelink found
Q2243601,No sitelink found
Q2307725,No sitelink found
Q15056896,No sitelink found
Q23034740,No sitelink found
Q14827171,No sitelink found
Q23034741,No sitelink found
Q14916453,No sitelink found
Q21130129,No sitelink found
Q14914697,No sitelink found
Q23034744,No sitelink found
Q14582865,No sitelink found
Q14804893,No sitelink found
Q14827173,No sitelink found
Q14916525,No sitelink found
Q14916478,No sitelink found
Q14916562,No sitelink found
Q15056998,No sitelink found
Q23034745,No sitelink found
Q20830799,No sitelink found
Q14832552,No sitelink found
Q14827175,No sitelink found
Q14916517,No sitelink found
Q14832659,No sitelink found
Q21292031,No sitelink found
Q21428224,No sitelink found
Q23034750,No sitelink found
Q14827163,No sitelink found
Q14916442,No sitelink found
Q23034743,No sitelink found
Q14914714,No sitelink found
Q14916785,No sitelink found
Q21428222,No sitelink found
Q110965,No sitelink found
Q394163,No sitelink found
Q518957,No sitelink found
Q774189,No sitelink found
Q804104,No sitelink found
Q1270705,No sitelink found
Q1364413,No sitelink found
Q1529520,No sitelink found
Q1602000,No sitelink found
Q1672742,No sitelink found
Q1673535,No sitelink found
Q1726403,No sitelink found
Q1790765,No sitelink found
Q1824965,No sitelink found
Q1905396,No sitelink found
Q1965250,No sitelink found
Q1966244,No sitelink found
Q2003785,No sitelink found
Q2077721,No sitelink found
Q2143304,No sitelink found
Q2204032,No sitelink found
Q2534405,No sitelink found
Q2653568,No sitelink found
Q2858306,No sitelink found
Q4065561,No sitelink found
Q4370331,No sitelink found
Q4421791,No sitelink found
Q5390741,No sitelink found
Q5725096,No sitelink found
Q5797448,No sitelink found
Q6016334,No sitelink found
Q6112105,No sitelink found
Q6164198,No sitelink found
Q7923258,No abstract found
Q8461346,No sitelink found
Q9142369,No sitelink found
Q9155388,No sitelink found
Q9163302,No sitelink found
Q9200929,No sitelink found
Q9210158,No sitelink found
Q9265219,No sitelink found
Q9286001,No sitelink found
Q9339637,No sitelink found
Q9369035,No sitelink found
Q10378341,No sitelink found
Q11685252,No sitelink found
Q11691434,No sitelink found
Q11694861,No sitelink found
Q11712607,No sitelink found
Q11719702,No sitelink found
Q11727517,No sitelink found
Q11756804,No sitelink found
Q11762260,No sitelink found
Q11766047,No sitelink found
Q11766057,No sitelink found
Q11766372,No sitelink found
Q11769183,No sitelink found
Q12000463,No sitelink found
Q12169066,No sitelink found
Q12410051,No sitelink found
Q13398873,No sitelink found
Q15061353,No sitelink found
Q15072237,No sitelink found
Q15074546,No sitelink found
Q15077222,No sitelink found
Q15088706,No sitelink found
Q15149603,No abstract found
Q15782292,No sitelink found
Q16678543,No sitelink found
Q18222226,No sitelink found
Q18410283,No sitelink found
Q18634548,No sitelink found
Q19918054,No sitelink found
Q20070198,No abstract found
Q22002931,No abstract found
Q23214221,No sitelink found
Q24958262,No sitelink found
Q24958486,No sitelink found
Q25390713,No sitelink found
Q25391124,No sitelink found
Q26036584,No sitelink found
Q26036587,No abstract found
Q26898382,No sitelink found
Q28099559,No sitelink found
Q28099771,No sitelink found
Q28479325,No sitelink found
Q28480040,No abstract found
Q29353169,No sitelink found
Q29584091,No sitelink found
Q30136050,No sitelink found
Q15613293,No sitelink found
Q1298537,No sitelink found
Q419994,No sitelink found
Q610602,No sitelink found
Q622942,No sitelink found
Q1488622,No sitelink found
Q1545231,No sitelink found
Q1554651,No sitelink found
Q1814988,No sitelink found
Q2301551,No sitelink found
Q2435450,No sitelink found
Q2914992,No sitelink found
Q5671600,No sitelink found
Q6170461,No sitelink found
Q6454726,No sitelink found
Q7506069,No sitelink found
Q9251371,No sitelink found
Q9265178,No sitelink found
Q9372127,No sitelink found
Q11713880,No abstract found
Q11723981,No sitelink found
Q11834198,No sitelink found
Q12097368,No sitelink found
Q13742178,No abstract found
Q16645276,No sitelink found
Q18629351,No sitelink found
Q19501929,No sitelink found
Q19595225,No sitelink found
Q24958404,No sitelink found
Q25390686,No sitelink found
Q25990523,No sitelink found
Q27565408,No sitelink found
Q28839889,No sitelink found
Q29477721,No sitelink found
Q23664719,No sitelink found
Q23664722,No sitelink found
Q23664733,No sitelink found
Q23664741,No sitelink found
Q23664751,No sitelink found
Q23664753,No sitelink found
Q23664758,No sitelink found
Q27897729,No sitelink found
Q38310235,No sitelink found
Q26875104,No sitelink found
Q5969340,No sitelink found
Q47164723,No sitelink found
Q12714021,No abstract found
Q1731762,No abstract found
Q11953675,No sitelink found
Q41609708,No sitelink found
Q13103173,No sitelink found
Q26399118,No sitelink found
Q1373700,No sitelink found
Q1105646,No sitelink found
Q1278812,No sitelink found
Q22502,No abstract found
Q14551,No sitelink found
Q215,No abstract found
Q21669114,No sitelink found
Q1820195,No abstract found
Q1683213,No sitelink found
Q1503457,No sitelink found
Q3123574,No sitelink found
Q3537486,No sitelink found
Q17352227,No sitelink found
Q26207198,No sitelink found
Q23664735,No sitelink found
Q23664742,No sitelink found
Q414,No abstract found
Q3667936,No sitelink found
Q17069629,No sitelink found
Q3740507,No sitelink found
Q1411230,No abstract found
Q2845448,No sitelink found
Q5683213,No sitelink found
Q19952372,No sitelink found
Q28798258,No sitelink found
Q3175781,No sitelink found
Q25927244,No sitelink found
Q21619269,No sitelink found
Q22410686,No sitelink found
Q1773449,No abstract found
Q19891513,No abstract found
Q9668166,No sitelink found
Q12132639,No sitelink found
Q16259048,No sitelink found
Q42949340,No sitelink found
Q10851392,No sitelink found
Q52684103,No sitelink found
Q51370083,No sitelink found
Q19238077,No sitelink found
Q52153088,No sitelink found
Q5437527,No sitelink found
Q46092524,No sitelink found
Q51954607,No sitelink found
Q43146480,No sitelink found
Q3224235,No sitelink found
Q18091411,No sitelink found
Q150180,No abstract found
Q634300,No abstract found
Q649422,No abstract found
Q866904,No abstract found
Q972106,No sitelink found
Q1149174,No abstract found
Q1583621,No sitelink found
Q2249133,No sitelink found
Q2585545,No abstract found
Q2624586,No abstract found
Q2882143,No abstract found
Q2962853,No abstract found
Q3130597,No abstract found
Q3197897,No abstract found
Q3281960,No abstract found
Q3374584,No abstract found
Q3412560,No abstract found
Q3497140,No abstract found
Q3515950,No abstract found
Q3761836,No sitelink found
Q4842407,No sitelink found
Q4849608,No abstract found
Q5102634,No abstract found
Q5303022,No sitelink found
Q5310170,No sitelink found
Q5310171,No sitelink found
Q5319086,No abstract found
Q5340147,No sitelink found
Q5412547,No sitelink found
Q5514778,No sitelink found
Q5521476,No sitelink found
Q5530302,No sitelink found
Q5595760,No abstract found
Q5937195,No sitelink found
Q5978173,No abstract found
Q6154789,No abstract found
Q6953752,No sitelink found
Q6960270,No abstract found
Q7295368,No abstract found
Q7353482,No sitelink found
Q7418925,No sitelink found
Q7642329,No abstract found
Q7642468,No abstract found
Q7642636,No abstract found
Q7642894,No sitelink found
Q7677849,No sitelink found
Q7684223,No abstract found
Q7712362,No abstract found
Q7745585,No sitelink found
Q7862648,No sitelink found
Q7880430,No sitelink found
Q8030537,No abstract found
Q13512043,No sitelink found
Q26903145,No sitelink found
Q26903151,No sitelink found
Q26910884,No sitelink found
Q7853323,No sitelink found
Q17632374,No sitelink found
Q16258806,No sitelink found
